	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1	CNF vs MPNST1		CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2	CNF vs MPNST2		CNF vs NF	CNF vs NF	CNF vs NF	CNF vs NF	
PITX1	-16.82822321	1.54E-13	1.49E-12	1001.730306	 	-6.135341227	0.00112007	0.008025186	465.1260299	 	2.669711944	0.001908807	0.00512029	41.94737973	 
PTH2R	-6.158303805	0.000113958	0.000326907	142.83076	 	-4.266021844	0.019353339	0.072191	142.0460948	 	-1.182165221	0.659579469	0.752252464	22.26388463	 
DCST2	1.903333065	0.052740983	0.086617576	223.3140506	 	7.958927888	5.96E-05	0.000791336	223.3140506	 	10.24014938	7.18E-17	1.55E-15	223.3140506	 
IGSF22	2.105089714	0.16359327	0.232211597	85.82674626	 	2.352338441	0.181293111	0.35530138	85.82674626	 	3.657244957	0.002226836	0.005858462	85.82674626	 
BCAN	1.861946468	1	1	247.1030616	 	1.604623681	1	1	247.1030616	 	2.814737526	1	1	247.1030616	 
KCNA4	-7.958811571	0.000289209	0.000769774	84.3718264	 	-2.928208048	0.091547936	0.223952883	42.92769108	 	-2.237311375	0.073092221	0.12603425	18.78090363	 
CHRNB2	-1.883103538	0.161879584	0.230128707	55.95966258	 	-1.122065272	0.850651005	0.913921169	32.70779179	 	1.411471648	0.347176346	0.454409257	27.56486129	 
TNNT1	-4.567239917	0.000100658	0.000291138	999.072983	 	-2.252419949	0.150151564	0.311908023	552.6731095	 	6.027480667	1.88E-08	1.28E-07	209.9169784	 
CAMSAP3	1.490206983	0.465915937	0.55766013	1351.050848	 	1.996730593	0.280154053	0.472668826	1351.050848	 	17.47767594	3.33E-11	3.37E-10	1351.050848	 
FEZF1	-26.06371587	3.43E-07	1.46E-06	205.4025467	 	-3.767324084	0.019575772	0.072833915	41.57507385	 	-1.583933372	0.344134568	0.451094949	5.195159447	 
TBR1	-58.35381767	1.55E-17	2.31E-16	188.7657217	 	-12.35397051	5.25E-05	0.000711154	61.8091715	 	-1.044051599	0.916140954	0.955274315	2.108268881	 
TEPP	2.765681514	0.019516168	0.035806963	96.2589659	 	4.593575248	0.011601312	0.049156199	96.2589659	 	5.457050789	1.85E-06	9.01E-06	96.2589659	 
TSKS	-1.152962733	0.760668679	0.82248065	52.27512808	 	3.252669593	0.058121274	0.162268989	52.27512808	 	2.135497186	0.044352119	0.082009486	52.27512808	 
SLCO5A1	-13.97925689	3.95E-11	2.80E-10	738.2919888	 	-2.287850001	0.148329165	0.309645828	125.8022023	 	3.369791633	0.000244829	0.000799725	41.36165302	 
C22orf15	-1.658258622	0.225364354	0.304939909	19.42939706	 	2.186160015	0.195083164	0.374877026	11.83835289	 	1.053186955	0.880453707	0.929355522	11.83835289	 
CHP2	35.44675765	6.98E-17	9.77E-16	1921.447724	 	10.63603029	6.81E-05	0.0008782	1921.447724	 	45.25246188	4.24E-28	3.25E-26	1921.447724	 
MYBPHL	1.054685868	0.905171375	0.93542718	4.513245501	 	1.977565736	0.277844377	0.470338816	4.513245501	 	1.012099613	0.974215571	0.99455731	4.513245501	 
C5orf38	-1.981867007	0.265541974	0.350011792	248.2611174	 	-1.046003346	0.94165169	0.966822851	163.0535238	 	2.188463852	0.098261506	0.161676802	163.0535238	 
CDH12	-9.880504315	3.72E-10	2.34E-09	999.9330752	 	-2.313596657	0.121288077	0.271803332	247.6702196	 	8.006746436	1.51E-11	1.60E-10	98.05573328	 
DLGAP2	-3.376750025	0.029210815	0.051267526	83.67926942	 	-2.387496882	0.173653525	0.345622336	84.73038475	 	-1.204261334	0.672246201	0.763267876	23.84130122	 
FTCD	-1.986471092	0.136018094	0.198068253	51.48955568	 	1.072553805	0.909583763	0.949308277	26.16898302	 	3.787113166	0.000456986	0.001410543	26.16898302	 
HOXC13	-2.574097037	0.120172279	0.177764078	284.6755987	 	-1.970068796	0.273972725	0.466715029	324.7783965	 	1.862115761	0.186193239	0.274507722	120.0511649	 
KCNJ13	16.5035831	2.52E-06	9.44E-06	43.08206052	 	2.058194896	0.252847815	0.443844443	43.08206052	 	1.594066729	0.309691427	0.415201285	43.08206052	 
SEZ6L	-1.755052821	1	1	55.98791487	 	-2.019621101	1	1	108.9523381	 	-1.060380273	1	1	44.08884914	 
SFTPA2	-2.132719498	1	1	507.4144462	 	-1.772292119	1	1	3.654747778	 	-1.05542566	1	1	1.332716913	 
ZG16B	2.055556129	0.06796611	0.108229692	234.6969307	 	3.647859948	0.023263282	0.082863298	234.6969307	 	12.57275282	9.44E-15	1.53E-13	234.6969307	 
KLRC2	-1.850372214	0.278467231	0.364449487	11.45267759	 	-1.581120937	0.472243545	0.652166028	12.79497535	 	-2.529467367	0.037396018	0.070797347	16.82346478	 
SLC36A2	70.77385492	1.13E-31	6.56E-30	71.90574857	 	6.832745276	7.25E-05	0.000923263	71.90574857	 	4.361137402	1.55E-09	1.24E-08	71.90574857	 
C8G	4.679670139	2.72E-06	1.01E-05	24.46057782	 	4.579114992	0.004677515	0.024386233	24.46057782	 	6.846157381	1.47E-10	1.36E-09	24.46057782	 
CRHR2	1.263894384	0.671599134	0.745966082	36.24798899	 	-1.119067736	0.860506552	0.920130725	36.24798899	 	1.401188319	0.438880625	0.547672744	36.24798899	 
NR2E3	-1.098625253	0.768623374	0.828684393	10.13608395	 	4.908618128	0.006898093	0.032988312	10.13608395	 	6.810086973	2.15E-08	1.45E-07	10.13608395	 
OR6B2	3.246606911	0.067625669	0.107769199	0.430592932	 	-1.160285029	0.785341468	1	0.592939981	 	-2.868031567	0.028689679	0.056108339	1.861566489	 
ERN2	1.905073434	0.024752254	0.044250442	46.86391425	 	9.48333902	1.57E-05	0.000263966	46.86391425	 	19.28628113	7.70E-23	3.42E-21	46.86391425	 
STAR	2.269296174	0.042139136	0.070973176	111.7684595	 	6.969848259	0.000898286	0.006724493	111.7684595	 	10.99119864	1.33E-12	1.65E-11	111.7684595	 
CRB2	-1.268976457	1	1	52.96588216	 	1.616391912	1	1	52.96588216	 	3.055587989	1	1	52.96588216	 
CLDN6	-1.454851449	1	1	4.241151802	 	-1.990924284	1	1	7.306403031	 	5.289070189	1	1	2.890715742	 
DIO1	6.890147129	9.33E-05	0.000271541	12.80110752	 	2.171317262	0.218661706	0.404600272	12.80110752	 	2.634995579	0.014223621	0.030482554	12.80110752	 
KRT81	-2.433313438	1	1	358.279227	 	3.592983113	1	1	358.279227	 	1.744963331	1	1	358.279227	 
KRTAP5-11	29.55080021	4.17E-15	4.80E-14	54.18985488	 	5.996004245	0.002347532	0.014185851	54.18985488	 	11.08033201	4.75E-12	5.47E-11	54.18985488	 
MRGPRX2	65.61587158	1.06E-18	1.82E-17	83.06410562	 	7.130865806	0.001164709	0.008268261	83.06410562	 	2.41354164	0.010937256	0.024142194	83.06410562	 
OR10J1	125.187116	4.98E-25	1.58E-23	39.45344692	 	9.934107669	1.07E-05	0.00019581	39.45344692	 	17.56376776	3.72E-22	1.53E-20	39.45344692	 
PLA2G2D	4.557932992	0.000207675	0.000567394	52.00295729	 	1.135082529	0.826600176	0.901099832	52.00295729	 	2.421603169	0.007781585	0.017857617	52.00295729	 
SFTPC	5.273906928	1	1	485.6951067	 	3.444360512	1	1	14.44415147	 	10.55093029	1	1	14.44415147	 
SLC9C1	-1.38214106	0.38444122	0.476205397	22.94462987	 	7.939846182	0.000653743	0.005227043	20.42792573	 	7.235649566	1.06E-08	7.52E-08	20.42792573	 
TNFRSF17	-1.388948346	0.409479484	0.501224052	16.79285581	 	3.250493168	0.049597674	0.144547653	15.47672041	 	5.697225741	1.67E-06	8.22E-06	15.47672041	 
ACSM2A	69.87368645	1.63E-25	5.37E-24	61.78440364	 	12.52063402	5.07E-06	0.000106438	61.78440364	 	20.66599341	1.09E-21	4.19E-20	61.78440364	 
AHSG	-2.092751174	0.238868388	0.320121707	1.258174304	 	-1.454418779	0.510049162	0.682099741	1.185879962	 	1.84941332	0.207176098	0.299973726	0.29748052	 
ARR3	11.50639646	4.11E-05	0.000127589	21.98857598	 	2.162822152	0.22236673	0.409115403	21.98857598	 	10.43767818	7.58E-07	3.95E-06	21.98857598	 
ASCL5	1.00608528	0.987838662	0.996839746	4.604372458	 	-1.826423015	0.294484361	0.489157426	9.437205091	 	5.383531824	3.22E-05	0.000126441	4.604372458	 
ATP13A5	2.358156216	1	1	901.4615917	 	1.582077729	1	1	62.71472006	 	3.929323806	1	1	62.71472006	 
C12orf71	18.01033836	3.52E-07	1.49E-06	8.496962091	 	3.146570262	0.073911982	0.192062128	8.496962091	 	11.7754558	1.39E-07	8.18E-07	8.496962091	 
C5orf60	12.66884975	2.76E-13	2.56E-12	15.77607506	 	4.02284054	0.008454144	0.038585277	15.77607506	 	33.63250521	1.50E-16	3.10E-15	15.77607506	 
C6orf223	-13.43932371	1.98E-08	1.00E-07	55.26440578	 	-1.818597415	0.3373596	0.533215041	7.757039301	 	1.026328512	0.947380865	0.976826801	2.853007508	 
CA7	1.374467005	1	1	8.058354863	 	1.09468549	1	1	2.66921076	 	2.097480567	1	1	2.66921076	 
CASQ1	2.011778649	0.112420874	0.167713915	47.3165861	 	4.884111535	0.009557429	0.042425982	47.3165861	 	5.319325804	4.54E-06	2.07E-05	47.3165861	 
CPSF4L	1.635112611	0.243493978	0.325180658	3.94060393	 	1.297740169	0.669245755	0.800300004	3.94060393	 	7.075391447	1.01E-05	4.35E-05	3.94060393	 
DCC	-4.59114509	0.00506228	0.010596452	144.052529	 	1.317363662	0.666860643	0.798567345	18.63227438	 	-1.173549586	0.709516961	0.794868831	28.18167798	 
DEFB118	1.470744114	0.493464311	0.584353745	1.34950271	 	1.098346267	0.791259959	1	1.34950271	 	-1.244341133	0.596066227	0.696535668	1.34950271	 
EPB42	-2.332126337	1	1	11.04841001	 	1.320464922	1	1	3.840450213	 	1.009286068	1	1	21.00292696	 
FUT5	2.791951934	0.096138637	0.146543025	0.786933166	 	1.585806005	0.434562516	0.622099521	0.786933166	 	1.085621734	0.86349689	0.916591026	0.786933166	 
GLRA3	1.23443891	0.664556897	0.739867774	16.97117248	 	3.27086844	0.061971163	0.169972353	16.97117248	 	5.189029436	5.82E-05	0.000217088	16.97117248	 
GNRH2	1.293285273	0.372840095	0.46461181	6.795554673	 	6.27230419	0.002970132	0.017021831	6.795554673	 	4.207701601	6.25E-06	2.78E-05	6.795554673	 
HDGFL1	-2.463656699	1	1	8.544593484	 	1.135075326	1	1	0.158513135	 	1.377780683	1	1	0.158513135	 
IL23R	5.335966735	7.47E-07	3.00E-06	26.28961966	 	3.076751471	0.033421331	0.108174853	26.28961966	 	7.362789888	7.67E-11	7.40E-10	26.28961966	 
KDM4E	-1.267304548	0.712880508	0.781160754	4.564941105	 	-1.308930367	0.622256961	0.767848223	5.913937188	 	1.976825404	0.161508447	0.243960172	4.564941105	 
KRT3	-1.907528493	0.276024786	0.361878441	22.65222313	 	1.267500481	0.706087126	0.824522952	20.31464977	 	9.353021834	2.72E-06	1.29E-05	20.31464977	 
KRT33A	-2.775443094	1	1	80.19115195	 	1.182020068	1	1	80.19115195	 	1.65652188	1	1	80.19115195	 
LIN28A	28.93718413	1.04E-19	1.98E-18	71.01278168	 	16.90089254	7.85E-07	2.41E-05	71.01278168	 	41.67300298	5.20E-26	3.17E-24	71.01278168	 
LTA	1.814612646	0.178723851	0.250647331	10.65966266	 	-1.742987258	0.357119703	0.55069251	20.55046839	 	1.319391724	0.444904184	0.553587591	10.65966266	 
LYPD6B	3.361819853	0.024855116	0.044396579	440.0174686	 	1.959813727	0.293224647	0.4877567	440.0174686	 	12.674247	2.97E-09	2.27E-08	440.0174686	 
MAGEA10	-3.131356753	1	1	122.0307223	 	4.52875902	1	1	48.3018784	 	18.78315297	1	1	48.3018784	 
MFSD6L	-1.291765241	0.633442853	0.712395542	16.33724639	 	2.027847616	0.269745732	0.462425331	16.33724639	 	2.431550856	0.039701993	0.074508795	16.33724639	 
MUC17	-5.168306851	0.001475244	0.003432304	4.592306744	 	-1.073525777	0.911023243	1	1.012928301	 	3.67967117	0.007892019	0.018066598	1.012928301	 
NEUROD2	7.64887552	0.000995622	0.002399051	345.0651036	 	1.778568546	0.346107588	0.540922438	345.0651036	 	9.05112092	3.74E-06	1.73E-05	345.0651036	 
NMRK2	-2.882221411	0.093042923	0.142573699	6.217163802	 	1.492803036	0.483734756	0.661091929	1.737287597	 	1.609894299	0.328483727	0.435158144	1.737287597	 
ORM2	-1.691817984	0.404276638	0.49588162	2.616900039	 	1.080025576	0.893590004	0.939867168	1.220892297	 	-1.547980257	0.366212011	0.475256158	2.287922886	 
OVOL3	1.706585841	0.180709087	0.25292054	4.477804643	 	3.913090772	0.032346097	0.105543224	4.477804643	 	7.611382395	3.16E-06	1.48E-05	4.477804643	 
PAH	-2.116722144	0.242594302	0.324082094	3.465029089	 	-1.51982741	0.444774878	0.629890463	3.754948194	 	1.176097823	0.738602249	0.819528593	0.750681206	 
PRDM7	36.93044084	2.79E-28	1.22E-26	55.13574013	 	10.75829992	2.27E-06	5.62E-05	55.13574013	 	26.22792174	7.33E-28	5.45E-26	55.13574013	 
PSG9	3.229910344	0.028092501	0.04952183	4.549484999	 	2.669586405	0.125582721	0.278275879	4.549484999	 	9.244886825	2.87E-06	1.35E-05	4.549484999	 
RAX2	7.000044068	7.00E-05	0.000208712	26.7194805	 	4.370679764	0.019880378	0.073662844	26.7194805	 	24.99315882	6.50E-13	8.40E-12	26.7194805	 
RTBDN	-1.118429293	0.801460243	0.855980854	15.93005993	 	-1.831450001	0.318302861	0.514502419	33.2919854	 	5.984654362	3.62E-06	1.68E-05	15.54346985	 
SBK2	-7.198195588	1.74E-05	5.69E-05	6.588084501	 	-7.176306589	0.001287504	0.008967158	11.26484458	 	2.419725585	0.060601062	0.107323288	0.466573266	 
SEC14L3	44.04648422	2.58E-13	2.40E-12	18.7591813	 	6.3248657	0.002872023	0.01658243	18.7591813	 	27.0317194	6.75E-14	9.82E-13	18.7591813	 
SERPINB4	-1.947398293	1	1	395.8021735	 	-1.801416769	1	1	395.8021735	 	7.659650709	1	1	395.8021735	 
SH3GL2	-3.002683853	0.026830213	0.047555838	42.55630217	 	-5.043230527	0.010320911	0.044892917	123.922249	 	-1.412249177	0.386246991	0.495672833	17.66541664	 
SMIM22	-1.511514849	0.442283725	0.534240876	22.770647	 	2.877127706	0.099104863	0.236587498	22.770647	 	11.58651075	6.33E-08	3.97E-07	22.770647	 
SMPX	-5.071711847	0.009907732	0.019430753	6.785524195	 	-1.286041364	0.659302459	0.793480764	1.53167703	 	2.068334759	0.136897647	0.212720023	0.642548061	 
TEKT5	-3.01549562	0.031641054	0.054993375	15.06065925	 	2.100699783	0.246827859	0.437413325	4.108557891	 	1.596071797	0.270795996	0.372710136	4.108557891	 
TRAPPC3L	3.037966805	1.46E-05	4.84E-05	57.17699922	 	3.526018666	0.00369987	0.020196632	57.17699922	 	1.20178646	0.38420234	0.493463089	57.17699922	 
TSPEAR	-6.019292659	0.002250291	0.005049046	38.65952922	 	1.48320119	0.529721409	0.697447898	6.122392759	 	7.038332047	5.39E-05	0.000202705	6.122392759	 
TTC6	-7.163935827	2.71E-08	1.35E-07	120.7383345	 	3.781274929	0.020359529	0.075043639	17.93072446	 	12.12996688	7.74E-12	8.63E-11	17.93072446	 
VN1R2	14.1855645	2.09E-17	3.08E-16	17.34620251	 	8.264205007	0.000124815	0.001401855	17.34620251	 	8.389902142	3.75E-14	5.62E-13	17.34620251	 
RND1	1.449760541	0.322472566	0.411757219	54.35703799	 	1.47160177	0.485124247	0.662097573	54.35703799	 	-1.101718461	0.751109659	0.829203371	58.46885881	 
OR2T8	-1.48468196	0.433817618	0.525865118	1.850138325	 	2.120817888	0.234732692	0.423407094	1.107753629	 	-1.437123479	0.390562231	0.499954477	1.847113606	 
NYAP2	-1.887746905	0.040528851	0.068487365	52.17920575	 	5.450708199	0.001460763	0.009835723	30.54571971	 	7.303901134	9.88E-12	1.08E-10	30.54571971	 
MAP1LC3C	-1.035515758	0.896942714	0.929608054	57.78019261	 	1.127435309	0.782736356	0.875773634	56.78713117	 	-1.522312385	0.058886437	0.104705676	87.94438825	 
OR2T12	37.7178977	1.45E-26	5.33E-25	136.7063162	 	5.720442141	0.00051522	0.004342395	136.7063162	 	9.360726737	1.65E-16	3.37E-15	136.7063162	 
C10orf55	3.354610453	0.000112585	0.000323246	69.8694954	 	2.273741708	0.093800285	0.227881865	69.8694954	 	3.032091353	2.14E-05	8.68E-05	69.8694954	 
HHLA1	15.33395847	1.79E-09	1.04E-08	90.32514969	 	2.466471787	0.137897422	0.295465828	90.32514969	 	2.653780678	0.006831899	0.015932571	90.32514969	 
CSNK2A3	-5.112818146	1	1	60.11422711	 	3.36421242	1	1	11.02347717	 	1.929480199	1	1	11.02347717	 
MATN1	-2.487799283	0.001835141	0.004185117	47.52371301	 	1.03136175	0.948078677	0.971029009	19.17126057	 	1.853792256	0.016309627	0.034301816	19.17126057	 
CD300LG	48.04898619	4.55E-33	3.00E-31	505.741375	 	28.81984178	3.20E-11	5.89E-09	505.741375	 	-1.712562252	0.035886293	0.068424392	710.9502458	 
C16orf46	-3.10638644	0.000692088	0.001719383	29.63635383	 	-1.091802181	0.867683593	0.923951905	9.931490919	 	-1.067616612	0.820036252	0.882926172	10.00013636	 
TMIGD2	2.120353583	0.060641083	0.097909414	34.02633146	 	2.852781475	0.071850781	0.188733487	34.02633146	 	1.509253094	0.207866593	0.300818123	34.02633146	 
NODAL	1.309274433	0.647421715	0.724965768	15.75430263	 	2.070623263	0.2471835	0.437729784	15.75430263	 	5.77687172	0.000198295	0.000659507	15.75430263	 
SLC5A2	1.43574667	0.367359445	0.45903555	52.87494736	 	3.813621058	0.021940195	0.079389314	52.87494736	 	11.9372004	1.61E-12	1.98E-11	52.87494736	 
GCSAML-AS1	2.15909474	0.171796451	0.242321747	3.933239379	 	1.133484349	0.844342538	0.910826645	3.933239379	 	-2.44509093	0.041653289	0.077607917	9.467788444	 
FCN1	1.125364087	0.793377607	0.849221534	209.1315835	 	-1.380225198	0.596820111	0.74819489	273.0502317	 	-1.314340977	0.449886162	0.558296396	232.1466729	 
TPH1	12.8106977	1.44E-38	1.63E-36	391.2539094	 	19.3135545	1.18E-16	1.47E-13	391.2539094	 	10.40124713	7.83E-45	3.56E-42	391.2539094	 
TMEM249	-6.316844869	3.79E-09	2.12E-08	69.67391495	 	4.975692076	0.005814228	0.028869849	10.47094984	 	3.239894881	9.15E-05	0.00032794	10.47094984	 
GDF7	-2.559306406	0.038012088	0.064781165	297.8869809	 	-2.709142462	0.10250553	0.242493246	419.7600894	 	-1.26571189	0.51696165	0.622656688	135.6090902	 
CASR	1.840227418	1	1	62.35137165	 	1.228605288	1	1	62.35137165	 	1.950462599	1	1	88.95676803	 
GABRG3	-5.248829261	8.04E-06	2.79E-05	274.2255678	 	-5.013047245	0.003176113	0.017885775	341.1988356	 	5.399003402	8.84E-08	5.40E-07	49.0559831	 
C4orf19	-1.228198514	0.63412145	0.713015689	106.5319605	 	1.478236135	0.513404193	0.684704084	98.01173926	 	-1.543990258	0.211709293	0.305406862	137.2382534	 
PP2D1	16.33228491	2.80E-06	1.04E-05	21.27177221	 	2.035170675	0.262424134	0.454683338	21.27177221	 	4.950948646	0.000539215	0.001638669	21.27177221	 
ATP1B4	2.778689759	0.00010562	0.000304598	30.48144122	 	5.253815003	0.000603058	0.004916379	30.48144122	 	11.24817353	2.45E-18	6.27E-17	30.48144122	 
RHBG	5.754761708	9.46E-07	3.75E-06	222.0762154	 	16.83064327	3.03E-07	1.12E-05	222.0762154	 	31.53411887	2.18E-28	1.74E-26	222.0762154	 
NLRP12	2.078419717	0.000528368	0.001340771	121.1044926	 	2.585548121	0.008081614	0.03733715	121.1044926	 	2.234763233	6.09E-06	2.71E-05	121.1044926	 
ANP32D	-1.473096206	0.448897013	0.540675942	1.538465455	 	1.992942624	0.271973803	1	1.341792398	 	2.041483411	0.12400088	0.196067575	1.341792398	 
POU3F3	-3.025260595	0.075522882	0.118834256	340.8697968	 	1.043472899	0.94391686	0.96823168	71.63936945	 	3.145211743	0.016646895	0.034936876	71.63936945	 
NCMAP	3.480300948	0.005659826	0.011707368	105.8964924	 	3.746181635	0.030691015	0.101510916	105.8964924	 	-3.514597912	0.000491757	0.001509005	374.0449562	 
HIST1H2AG	-86.5192227	8.79E-32	5.17E-30	3521.94303	 	-1.96547047	0.225002812	0.412327066	71.80887518	 	-1.137562315	0.679508978	0.769658664	34.91974418	 
ITK	1.44761831	0.165043954	0.233994291	177.8031073	 	-1.489024174	0.349568487	0.54402309	263.4565822	 	1.127651434	0.583710669	0.685048478	177.8031073	 
TMEM239	13.54655583	1.37E-10	9.14E-10	24.18400732	 	5.187232493	0.004931504	0.02537298	24.18400732	 	17.67813091	4.39E-14	6.52E-13	24.18400732	 
ACTA1	-5.332255553	1	1	151.1080359	 	3.154374852	1	1	28.53324271	 	2.584678707	1	1	28.53324271	 
ALDH1L1	-1.001317964	1	1	504.3776462	 	2.961301358	1	1	504.3776462	 	-2.002884509	1	1	504.3776462	 
SYT2	-2.421198897	0.06377483	0.10236962	100.8224381	 	-1.983182885	0.272013459	0.464739841	101.7382272	 	1.463456707	0.320649334	0.426820245	38.99488414	 
ENPP6	-1.210536669	0.707094233	0.776183345	71.68908161	 	-3.090669528	0.075424286	0.194742935	317.9903458	 	-9.369831114	2.91E-08	1.92E-07	753.6597562	 
FLG2	2153.466237	1.91E-92	5.35E-89	33689.67448	 	34.13459487	8.75E-11	1.33E-08	33689.67448	 	3403.352447	2.21E-140	1.86E-136	33689.67448	 
PRR23C	74.03006657	8.78E-22	2.05E-20	38.78609362	 	9.401760031	6.99E-05	0.000897122	38.78609362	 	21.19820585	4.38E-19	1.22E-17	38.78609362	 
CD96	3.504006738	0.000530784	0.001346089	112.744169	 	-2.734955347	0.060259868	0.166717595	367.1705482	 	-1.943415473	0.023298196	0.04686108	214.8193424	 
SNTG1	-2.667850108	0.078650784	0.123179768	52.85086543	 	-1.463482276	0.551598142	0.71477981	31.93526081	 	6.734951831	2.32E-05	9.36E-05	18.92096884	 
OR1M1	109.4731943	1.64E-19	3.06E-18	47.45375458	 	6.016146009	0.002564398	0.015206715	47.45375458	 	29.69724651	8.00E-18	1.94E-16	47.45375458	 
PDE9A	-1.134387167	0.821323911	0.871151344	479.1420319	 	1.085741469	0.89768223	0.941910084	479.1420319	 	-1.494340462	0.359139712	0.467490447	658.0901208	 
PIK3R5	1.043634216	0.943001984	0.96409643	348.8007065	 	-1.151377269	0.822249433	0.898733311	394.5680722	 	-2.636720482	0.036357701	0.069213376	1014.511148	 
CDH1	1.053795152	0.901872024	0.93356632	3489.501674	 	6.789863827	0.001216759	0.008592599	3489.501674	 	7.513663444	3.84E-09	2.89E-08	3489.501674	 
MAG	-1.462739112	1	1	108.9339952	 	-1.060853651	1	1	40.60814987	 	-2.910055245	1	1	219.4927969	 
ITIH3	2.150835843	1	1	70.55749277	 	1.296963636	1	1	70.55749277	 	-2.184431384	1	1	160.7146285	 
GJA5	-1.787747663	0.323830044	0.413114192	262.8640739	 	1.11682302	0.861154947	0.920427558	114.2344066	 	-3.076245855	0.014137673	0.030321541	519.7636753	 
ZBTB16	1.458979091	1	1	826.3151959	 	1.6802367	1	1	372.0017267	 	-1.1639474	1	1	397.9132523	 
PROX1	-2.632491971	0.05736698	0.093227629	451.2589699	 	-1.622524718	0.445959549	0.63079651	317.3309641	 	-2.330984073	0.036277617	0.06906874	391.5034732	 
DSCAML1	-1.550953117	0.483157813	0.574142371	126.0763114	 	1.333556052	0.631835421	0.775123509	76.62671833	 	-1.565361197	0.35027153	0.457748009	127.505663	 
